Program;Program EN;Degree;Plan;Version;Total Hours;Level;Code;Course Name;English Name;Hours;Type;Category
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;2;20041205-2;الفقه (1);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;2;20041206-2;العقيدة (1);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;2;103281-2;النحو (1);;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;2;999813-2;اللغة الإنجليزية للأغراض الأكاديمية ٢;;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;3;2003220-2;المدخل لدراسة الأنظمة;;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;3;2004112-2;الثقافة الاسلامية (الأخلاق والقيم);Islamic Culture (Ethics & Values);2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;3;20022103-2;قرآن كريم حفظ وتلاوة (3);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;3;20042102-2;الفقه (2);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;3;20042104-2;علوم القرآن (2);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;3;20042105-2;العقيدة (2);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;3;20042106-2;أصول فقه (1);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;3;20042107-2;علوم الحديث (2);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;4;20022203-2;قرآن كريم حفظ وتلاوة (4);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;4;20042201-2;أحاديث أحكام (1);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;4;20042202-2;التفسير التحليلي (2);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;4;20042203-2;العقيدة (3);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;4;20042204-2;الفقه (3);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;4;20042205-2;حديث (2);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;4;20042206-2;الدعوة والحسبة;;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;4;103282-2;النحو (2);;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;4;105115-2;تاريخ المملكة;;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;5;2002310-2;قرآن كريم حفظ وتلاوة (5);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;5;20043101-2;التفسير الموضوعي;;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;5;20043102-2;العقيدة (4);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;5;20043103-2;الاديان;;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;5;20043104-2;الفقه (4);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;5;20043105-2;الفقه المقارن;;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;5;20043106-2;اصول الفقه (2);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;5;20043107-2;حديث (3);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;5;20043108-2;علم المواريث (1);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;6;2004313-2;ثقافة إسلامية (3);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;6;20023203-2;قرآن كريم حفظ وتلاوة (6);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;6;20043201-2;العقيدة (5);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;6;20043202-2;القواعد الفقهية;;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;6;20043203-2;أحدايث احكام (2);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;6;20043204-2;الفقه (5);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;6;20043205-2;التفسير التحليلي (3);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;6;20043206-2;تخريج الحديث;;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;6;103245-2;النحو (3);;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;7;2004414-2;ثقافة إسلامية (4);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;7;20024103-2;قرآن كريم حفظ وتلاوة (7);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;7;20044101-2;أصول فقه (3);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;7;20044102-2;العقيدة (6);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;7;20044103-2;مناهج البحث;;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;7;20044104-2;دراسة اسانيد;;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;7;20044105-2;الفقه (6);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;7;20044106-2;فقه النوازل والمعاملات المصرفية;;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;7;20044107-2;حديث (4);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;8;20024203-2;قرآن كريم حفظ وتلاوة (8);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;8;20044201-2;الفقه (7);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;8;20044202-2;بحث التخرج;;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;8;20044203-2;التفسير التحليلي (4);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;8;20044204-2;المذاهب والتيارات المعاصرة;;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;8;20044205-2;الفرق;;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;8;20044206-2;علم المواريث (2);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;8;20044207-2;السيرة النبوية;;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;8;20044208-2;أحاديث أحكام (3);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;8;990113-2;الثقافة الصحية;;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;8;990312-2;الابتكار وريادة الأعمال;;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;8;990411-2;مبادئ البرمجة;;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;8;990412-2;المواطنة الرقمية;;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;8;990416-2;الإعلام والمجتمع;;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;قديمة;39;146;8;990417-2;الخدمة المجتمعية;;2;نظري;متطلبات جامعية
القراءات;Qiraat;بكالوريوس;قديمة;38;148;1;2001106-2;السيرة النبوية;;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;1;2002102-4;أصول القراءات السبع (1);;4;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;1;2002103-2;التجويد (1);;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;1;2002104-2;آداب حملة القرآن;;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;1;2002110-2;مدخل إلى علوم القراءات;;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;1;2002131-2;علوم القرآن (1);;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;1;990311-2;المهارات الجامعية;;2;نظري;متطلبات جامعية
القراءات;Qiraat;بكالوريوس;قديمة;38;148;1;999801-2;اللغة الانجليزية للأغراض الأكاديمية (1);;2;نظري;متطلبات جامعية
القراءات;Qiraat;بكالوريوس;قديمة;38;148;2;2001101-2;مصطلح الحديث;;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;2;2002105-4;أصول القراءات السبع (2);;4;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;2;2002106-2;التجويد (2);;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;2;2002232-2;علوم القرآن (2);;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;2;2002250-2;أصول التفسير ومناهجه;Foundations of Exegesis;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;2;2004111-2;أصول الثقافة الاسلامية;;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;2;103171-2;التحرير العربي;;2;نظري;متطلبات جامعية
القراءات;Qiraat;بكالوريوس;قديمة;38;148;2;103281-2;النحو (1);;2;نظري;متطلبات جامعية
القراءات;Qiraat;بكالوريوس;قديمة;38;148;2;105115-2;تاريخ المملكة;;2;نظري;متطلبات جامعية
القراءات;Qiraat;بكالوريوس;قديمة;38;148;2;999813-2;اللغة الإنجليزية للأغراض الأكاديمية ٢;;2;نظري;متطلبات جامعية
القراءات;Qiraat;بكالوريوس;قديمة;38;148;3;2001205-2;الحديث (1);;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;3;2001221-2;الفقة (1);;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;3;2001273-2;العقيدة (1);;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;3;2002201-2;فرش القراءات السبع (1);;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;3;2002203-4;عرض القراءات السبع (1);;4;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;3;2002204-2;التفسير (1);;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;3;2004112-2;الثقافة الاسلامية (الأخلاق والقيم);Islamic Culture (Ethics & Values);2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;3;103282-2;النحو (2);;2;نظري;متطلبات جامعية
القراءات;Qiraat;بكالوريوس;قديمة;38;148;4;2001209-2;الحديث (2);;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;4;2001245-2;العقيدة (2);;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;4;2001322-2;الفقه (2);;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;4;2002206-2;فرش القراءات السبع (2);;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;4;2002207-4;عرض القراءات السبع (2);;4;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;4;2002208-2;التفسير (2);;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;4;103245-2;النحو (3);;2;نظري;متطلبات جامعية
القراءات;Qiraat;بكالوريوس;قديمة;38;148;5;200230-2;فرش القراءات السبع (3);;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;5;2001445-2;أصول الفقه;;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;5;2002302-4;عرض القراءات السبع (3);;4;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;5;2002305-2;رسم المصحف (1);;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;5;2002306-2;التفسير (3);;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;5;2002503-2;توجيه القراءات;;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;5;103349-2;النحو (4);;2;نظري;متطلبات جامعية
القراءات;Qiraat;بكالوريوس;قديمة;38;148;6;2001320-2;الحديث (3);;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;6;2001340-2;التخريج;;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;6;2001373-2;العقيدة (3);;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;6;2002307-2;فرش القراءات السبع (4);;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;6;2002308-4;عرض القراءات السبع (4);;4;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;6;2002309-2;رسم المصحف (2);;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;6;2002454-2;التفسير الموضوعي;;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;6;2004313-2;ثقافة إسلامية (3);;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;7;2001403-2;المعاصرة الأديان والفرق والمذاهب;;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;7;2002401-2;القراءات الثالث (1);;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;7;2002402-4;عرض القراءات الثالث (1);;4;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;7;2002405-2;مناهج البحث;;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;7;2002406-2;التقنيات الحديثة في الدراسات القرآنية;;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;7;2002425-2;علم الضبط;;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;7;2004414-2;ثقافة إسلامية (4);;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;8;2001474-2;العقيدة (4);;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;8;2002407-2;القراءات الثالث (2);;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;8;2002408-4;عرض القراءات الثالث (2);;4;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;8;2002409-2;علم عد الآي;;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;8;2002410-2;الانتصار للقرآن;;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;8;2002412-2;قاعة بحث قراءات;;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;8;2002456-2;إعجاز القرآن الكريم;;2;نظري;إجبارية القسم
القراءات;Qiraat;بكالوريوس;قديمة;38;148;8;990113-2;الثقافة الصحية;;2;نظري;متطلبات جامعية
القراءات;Qiraat;بكالوريوس;قديمة;38;148;8;990312-2;الابتكار وريادة الأعمال;;2;نظري;متطلبات جامعية
القراءات;Qiraat;بكالوريوس;قديمة;38;148;8;990411-2;مبادئ البرمجة;;2;نظري;متطلبات جامعية
القراءات;Qiraat;بكالوريوس;قديمة;38;148;8;990412-2;المواطنة الرقمية;;2;نظري;متطلبات جامعية
القراءات;Qiraat;بكالوريوس;قديمة;38;148;8;990413-2;السيرة النبوية;;2;نظري;متطلبات جامعية
القراءات;Qiraat;بكالوريوس;قديمة;38;148;8;990415-2;تلاوة وتجويد;;2;نظري;متطلبات جامعية
القراءات;Qiraat;بكالوريوس;قديمة;38;148;8;990416-2;الإعلام والمجتمع;;2;نظري;متطلبات جامعية
القراءات;Qiraat;بكالوريوس;قديمة;38;148;8;990417-2;الخدمة المجتمعية;;2;نظري;متطلبات جامعية
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;1;2001106-2;السيرة النبوية;;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;1;2001160-2;المدخل لدراسة الشريعة;;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;1;2002110-2;مدخل إلى علوم القراءات;;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;1;2002114-2;تلاوة وحفظ (1);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;1;2002115-2;التجويد (1);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;1;2002116-2;آداب حملة القرآن;;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;1;2002117-2;تاريخ التفسير;;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;1;2002131-2;علوم القرآن (1);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;1;103171-2;التحرير العربي;;2;نظري;متطلبات جامعية
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;1;990311-2;المهارات الجامعية;;2;نظري;متطلبات جامعية
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;1;999812-2;اللغة الانجليزية للأغراض الأكاديمية (1);;2;نظري;متطلبات جامعية
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;2;2001101-2;مصطلح الحديث;;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;2;2002124-2;تلاوة وحفظ (2);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;2;2002125-2;التجويد (2);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;2;2002204-2;التفسير (1);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;2;2002232-2;علوم القرآن (2);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;2;2002250-2;أصول التفسير ومناهجه;Foundations of Exegesis;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;2;2004111-2;أصول الثقافة الاسلامية;;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;2;103281-2;النحو (1);;2;نظري;متطلبات جامعية
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;2;105115-2;تاريخ المملكة;;2;نظري;متطلبات جامعية
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;2;999813-2;اللغة الإنجليزية للأغراض الأكاديمية ٢;;2;نظري;متطلبات جامعية
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;3;101221-2;الفقه (1);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;3;2001171-2;العقيدة (1);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;3;2001205-2;الحديث (1);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;3;2002208-2;التفسير (2);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;3;2002212-2;قواعد التفسير;;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;3;2002215-2;تلاوة وحفظ (3);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;3;2002333-2;علوم القرآن (3);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;3;2004112-2;الثقافة الاسلامية (الأخلاق والقيم);Islamic Culture (Ethics & Values);2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;3;103282-2;النحو (2);;2;نظري;متطلبات جامعية
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;4;200230-2;فرش القراءات السبع (3);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;4;2001209-2;الحديث (2);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;4;2001245-2;العقيدة (2);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;4;2001322-2;الفقه (2);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;4;2002222-2;مناهج المفسرين;;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;4;2002223-2;علوم القرآن (4);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;4;2002224-2;تلاوة وحفظ (4);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;4;2003220-2;المدخل لدراسة الأنظمة;;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;4;103245-2;النحو (3);;2;نظري;متطلبات جامعية
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;5;2001113-2;أصول الفقه (1);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;5;2001317-2;الفقه (3);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;5;2002240-2;تفسير آيات الأحكام;;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;5;2002313-2;علوم قرآن (5);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;5;2002314-2;تلاوة وحفظ (5);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;5;2002317-2;التفسير (4);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;5;2002318-2;توجيه القراءات;;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;5;103349-2;النحو (4);;2;نظري;متطلبات جامعية
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;6;2001320-2;الحديث (3);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;6;2001330-2;أصول الفقه (2);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;6;2001340-2;التخريج;;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;6;2001373-2;العقيدة (3);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;6;2002325-2;تلاوة وحفظ (6);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;6;2002326-2;علوم القرآن (6);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;6;2002327-2;التفسير (5);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;6;2002454-2;التفسير الموضوعي;;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;7;2001403-2;المعاصرة الأديان والفرق والمذاهب;;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;7;2002413-2;التفسير (6);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;7;2002414-2;تلاوة وحفظ (7);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;7;2002415-2;القراءات القرآنية;;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;7;2002416-2;التقنيات الحديثة في الدراسات القرآنية;;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;7;2002419-2;مناهج البحث;;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;7;2004414-2;ثقافة إسلامية (4);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;7;103411-2;الصرف;;2;نظري;متطلبات جامعية
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;7;103412-2;البلاغة (1);;2;نظري;متطلبات جامعية
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;8;200245-2;إعجاز القرآن الكريم;;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;8;2001424-2;الفقة (4);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;8;2001474-2;العقيدة (4);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;8;2002412-2;قاعة بحث قراءات;;2;نظري;إجبارية القسم
