Program;Program EN;Degree;Plan;Version;Total Hours;Level;Code;Course Name;English Name;Hours;Type;Category
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;8;2002420-2;تلاوة وحفظ (8);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;8;2002427-2;التفسير (8);;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;8;2002429-2;الانتصار للقرآن;;2;نظري;إجبارية القسم
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;8;103422-2;البلاغة (2);;2;نظري;متطلبات جامعية
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;8;990113-2;الثقافة الصحية;;2;نظري;متطلبات جامعية
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;8;990312-2;الابتكار وريادة الأعمال;;2;نظري;متطلبات جامعية
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;8;990411-2;مبادئ البرمجة;;2;نظري;متطلبات جامعية
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;8;990412-2;المواطنة الرقمية;;2;نظري;متطلبات جامعية
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;8;990413-2;السيرة النبوية;;2;نظري;متطلبات جامعية
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;8;990415-2;تلاوة وتجويد;;2;نظري;متطلبات جامعية
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;8;990416-2;الإعلام والمجتمع;;2;نظري;متطلبات جامعية
القرآن وعلومه;Quran and its Sciences;بكالوريوس;قديمة;39;150;8;990417-2;الخدمة المجتمعية;;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;1;2001112-2;المدخل لدراسة الفقه;;2;نظري;متطلبات الكلية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;1;2002252-2;علوم القران العامة;;2;نظري;متطلبات الكلية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;3;2004258-2;دراسات في السيرة النبوية;;2;نظري;متطلبات الكلية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;1;104999-3;مهارات اللغة الإنجليزية;English language skills;4;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;1;20041302-2;الثقافة الإسلامية (العقيدة والشريعة);Islamic culture (faith and Shar (;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;2;20041303-2;الثقافة الإسلامية (السنة في الإسلام);Islamic Culture (Sunnah in Isla;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;3;2004313-2;الثقافة الإسلامية (النظام الاجتماعي في الإسلام);lslamic Culture (The social sys;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;1;2003111-3;مبادي القانون;Basics of Law;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;1;2003114-3;القانون الدستوري;;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;2;2001276-3;حقوق الإنسان;Human Rights;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;2;2003210-3;مصادر الإلتزام;Commitment Sources;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;2;2003243-3;القانون الإداري;Administrative Law;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;3;2003211-3;المنظمات الدولية;International organizations;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;3;2003231-3;القانون التجاري;Commercial Law;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;3;2003313-3;أحكام الإلتزام;Commitment Provisions;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;3;2003433-3;العقود التجارية وعمليات البنوك;Commercial contracts and ban;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;4;20032022-3;علم الإجرام والعقاب;Criminology and Punishment;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;4;2003226-3;القانون الدولي العام;Common International Law;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;4;2003227-3;قانون الإثبات;;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;4;2003228-3;القانون المالي;;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;4;2003229-3;تحليل النصوص القانونية;;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;4;2003321-3;الأوراق التجارية والإفلاس;Commercial paper and bankru;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;5;2003222-3;النظام الجزائي العام;Common Criminal Law;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;5;2003380-3;قانون الشركات والحوكمة;;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;5;2003381-3;القضاء الإداري;Administrative Judiciary;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;5;2003382-4;قانون الأحوال الشخصية;;4;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;5;2003383-3;المحاماة وأخالقيات المهنة;;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;5;2003441-3;الحقوق العينية;The Rights in Kind;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;6;2003202-2;القانون الدولي الإنساني;;2;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;6;2003203-3;العقود الإدارية;;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;6;2003204-3;الكتابة القانونية الأكاديمية;;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;6;2003205-3;العقود التجارية الدولية;;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;6;20033201-3;الملكية الفكرية;Intellectual Property;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;6;2003323-3;النظام الجزائي الخاص;The private criminal law;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;7;2003102-3;قانون العمل والتأمينات الاجتماعية;;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;7;2003103-3;الكتابة المهنية القانونية;;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;7;2003104-3;قانون المرافعات;;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;7;2003105-3;القانون الدولي الخاص;;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;7;2003106-3;تدريبات قانونية;;3;تدريب;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;7;20034101-3;القانون البحري والجوي;Maritime and air law;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;8;2003107-3;تدريبات قانونية;;3;تدريب;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;8;2003108-2;قانون التحكيم;;2;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;8;2003315-3;العقود المدنية;Civil Contracts;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;8;2003489-3;الإجراءات الجزائية;Criminal Procedures;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;8;2003492-3;إجراءات التنفيذ القضائي;Judicial Enforcement Procedur;3;نظري;إجبارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;1;105125-2;تاريخ المملكة العربية السعودية;History of the Kingdom of Sa;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;1;1061120-2;صناعة المحتوى الرقمي;Digital content creation;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;1;2001114-2;ملامح السيرة النبوية;;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;1;20031301-2;مبادئ القانون;Basics of Law;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;1;3051123-2;العمل التطوعي والمسؤولية المجتمعية;Volunteer work and communi;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;1;44041122-2;التصميم والجرافيك;Design and graphics;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;1;5011119-2;تطبيقات الذكاء الاصطناعي;Artificial intelligence applicatio;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;1;5011121-2;البرمجة لغير المختصين;Programming for non-experts;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;1;5021118-2;مهارات الحاسب الآلي وتقنية المعلومات;Computer and IT skills;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;2;1031101-2;مهارات اللغة العربية;Arabic language skills;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;2;1081113-2;تعزيز الصحة النفسية;Promoting mental health;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;2;20021304-2;القرآن الكريم (تلاوة وتجويد);The Holy Quran (recitation an (;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;2;2004112-2;الثقافة الإسلامية (الأخلاق والقيم);Islamic Culture (Morals and Va (;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;2;2011116-2;الثقافة البيئة;Environment Culture;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;2;2021110-2;المهارات الإحصائية;Statistical skills;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;2;2061114-2;الثقافة الغذائية;Food culture;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;2;3051111-2;مهارات الكتابة الأكاديمية;Academic writing skills;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;2;3171101-2;المهارات الجامعية;University skills;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;2;3191117-2;اللياقة والثقافة الرياضية;Fitness and sports culture;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;2;3731115-2;الثقافة الصحية;Health culture;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;3;6601301-2;مدخل الإدارة;Administration entrance;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;3;6601401-2;مهارات القيادة;Leadership skills;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;3;6602302-2;الابتكار وريادة الأعمال;Innovation and Entrepreneurs;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;3;6602322-2;التجارة الالكترونية;;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;3;6605320-2;الوعي المالي والادخار;Financial awareness and savin;2;نظري;متطلبات جامعية
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;6;20033201-2;القانون الدبلوماسي والقنصلي;Diplomatic and Consular Law;2;نظري;اختيارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;6;20033303-2;قانون اعالي البحار;Law of the High Seas;2;نظري;اختيارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;6;2003403-2;القانون الرياضي;Sports law;2;نظري;اختيارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;8;2003347-2;نظام البيئة;System environment;2;نظري;اختيارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;8;20034201-2;نظام حماية المستهلك;Consumer Protection System;2;نظري;اختيارية القسم
الأنظمة;Law/Regulations;بكالوريوس;جديدة;47;142;8;20034202-2;القانون الصحي;Health Law;2;نظري;اختيارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;1;104999-3;مهارات اللغة الإنجليزية;English language skills;4;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;1;20041302-2;الثقافة الإسلامية (العقيدة والشريعة);Islamic culture (faith and Shar (;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;2;20041303-2;الثقافة الإسلامية (السنة في الإسلام);Islamic Culture (Sunnah in Isla;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;3;2004313-2;الثقافة الإسلامية (النظام الاجتماعي في الإسلام);lslamic Culture (The social sys;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;1;103171-2;التحرير العربي;Arab liberation;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;1;2001112-2;المدخل لدراسة الفقه;;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;1;2002220-2;القرآن الكريم (1);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;1;2002250-2;أصول التفسير ومناهجه;Foundations and Methods of;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;1;2002252-2;علوم القران العامة;;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;1;20041103-2;مقدمات علم العقيده;Introductions to the Science o;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;1;2004252-4;الحديث التحليلي (1);;4;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;2;103281-2;النحو (1);Grammar (1);2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;2;2001301-3;الفقه (1);;3;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;2;20021202-2;التجويد;The Intonation;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;2;2002202-2;القرآن الكريم (2);The Holy Qur'an II;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;2;2002210-2;دراسات في علوم القرآن;;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;2;20041102-2;علوم الحديث (1);Al Hadith 1 (;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;2;2004211-4;العقيدة (1);;4;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;3;2001302-3;الفقه (2);;3;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;3;20021203-2;التفسير التحليلي (1);Analytical Interpretation (1) (;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;3;2002225-2;القرآن الكريم (3);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;3;20042107-2;علوم الحديث (2);Al Hadith Sciences 2 (;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;3;20042111-2;العقيدة (2);Islamic Creed (4) (;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;3;2004256-2;الحديث التحليلي (2);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;4;103282-2;النحو (2);Grammar (2);2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;4;20012106-2;أصول فقه (1);The Fundamentals of Al Fiqh (;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;4;2001265-3;الفقه (3);;3;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;4;2002226-2;القرآن الكريم (4);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;4;20042203-2;العقيدة)٣;Islamic Creed 3 (;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;4;2004258-2;دراسات في السيرة النبوية;;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;4;2004305-4;أحاديث الأحكام (1);;4;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;5;20013101-3;الفقة)٤(;Jurisprudence (4);3;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;5;20013106-2;اصول الفقه (2);The Fundamentals of Al Fiqh (;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;5;20013108-2;علم المواريث (1);Inheritance Science (1) (;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;5;2002228-2;القرآن الكريم (5);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;5;20023101-3;التفسير التحليلي (2);Analytical interpretation (2) (;3;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;5;2004262-2;الدعوة والحسبة;;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;5;20043102-2;العقيدة)٤;Islamic Creed 4 (;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;6;103245-2;النحو)٣(;Grammar (3);2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;6;20013201-4;الفقة)٥;Jurisprudence (5) (;4;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;6;20013202-2;القواعد الفقهية;Jurisprudence Rules;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;6;20014101-2;أصول فقه)٣;The Fundamentals of Al Fiqh (;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;6;20014206-2;علم المواريث (2);Inheritance Science (2) (;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;6;2002229-2;القرآن الكريم (6);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;6;2002310-3;التفسير التحليلي (3);Analytical interpretation (3) (;3;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;6;20043103-2;الأديان;Religions;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;6;20043203-2;أحاديث الأحكام (2);Hadiths of Judgments 2 (;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;7;20013105-2;الفقه المقارن;Comparative Jurisprudence;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;7;2002200-2;المدخل الى التفسير الموضوعي;;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;7;2002235-2;القرآن الكريم (7);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;7;2004269-4;التخريج ودراسة الأسانيد;;4;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;7;2004272-2;العمل الخيري;;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;7;20044103-2;مناهج البحث;Research Methodology;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;7;20044204-2;المذاهب والتيارات المعاصرة;Contemporary doctrines and c;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;7;20044205-2;الفرق;Teams;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;8;2001270-2;فقه النوازل;;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;8;2002236-2;القرآن الكريم (8);;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;8;20044107-2;الحديث الموضوعي;The Objective Hadith;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;8;20044202-2;بحث التخرج;Graduation Research;2;نظري;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;8;20044220-4;التدريب التعاوني;Cooperative training;4;تدريب;إجبارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;2;1081113-2;تعزيز الصحة النفسية;Promoting mental health;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;2;2011116-2;الثقافة البيئة;Environment Culture;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;2;2061114-2;الثقافة الغذائية;Food culture;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;2;3191117-2;اللياقة والثقافة الرياضية;Fitness and sports culture;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;2;3731115-2;الثقافة الصحية;Health culture;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;3;2031113-2;الأمن والسلامة المهنية;Occupational Safety and Secu;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;3;6601301-2;مدخل الإدارة;Administration entrance;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;3;6601401-2;مهارات القيادة;Leadership skills;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;3;6602302-2;الابتكاروريادة الأعمال;Innovation and Entrepreneurs;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;3;6602322-2;التجارة الالكترونية;;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;3;6605320-2;الوعي المالي والادخار;Financial awareness and savin;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;4;1031101-2;مهارات اللغة العربية;Arabic language skills;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;4;105125-2;تاريخ المملكة العربية السعودية;History of the Kingdom of Sau;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;4;2001114-2;ملامح السيرة النبوية;;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;4;20031301-2;مبادئ القانون;Basics of Law;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;4;2003215-2;حقوق االنسان;Human Rights;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;4;2021110-2;المهارات اإلحصائية;Statistical skills;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;4;3051111-2;مهارات الكتابة األكاديمية;Academic writing skills;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;4;3051123-2;العمل التطوعي والمسؤولية المجتمعية;Volunteer work and communi;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;4;3171101-2;المهارات الجامعية;University skills;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;5;20021304-2;القرآن الكريم (التلاوة والتجويد);The Holy Quran (recitation an;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;5;2004112-2;الثقافة الإسلامية (الأخلاق والقيم);Islamic Culture (Morals and Va (;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;5;20043207-2;الثقافة الإسلامية (الفقه الطبي);Islamic culture (medical jurispr (;2;نظري;متطلبات جامعية
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;5;20043109-2;دراسات في سير السلف;;2;نظري;اختيارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;5;20043110-2;محاسن الإسلام;;2;نظري;اختيارية القسم
الدراسات الإسلامية;Islamic Studies;بكالوريوس;جديدة;47;153;7;20043111-2;الأمن الفكري;;2;نظري;اختيارية القسم
الشريعة;;بكالوريوس;جديدة;47;167;1;2001110-2;المقدمات الأصولية;Fundamentalist Introduction;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;1;2001112-2;المدخل لدراسة الفقه;;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;1;2001115-4;الفقه (1);Al Fiqh 1;4;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;1;2002220-2;القرآن الكريم (1);;2;نظري;إجبارية القسم
الشريعة;;بكالوريوس;جديدة;47;167;1;2002252-2;علوم القران العامة;;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;1;20041102-2;علوم الحديث (1);Al Hadith 1;2;نظري;إجبارية القسم
الشريعة;;بكالوريوس;جديدة;47;167;1;2004273-2;العقيدة (1);;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;2;2001116-4;الفقه (2);Al Fiqh 2;4;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;2;2001126-2;فقه تاريخ عصر الراشدين;Jurisprudence of Rashidun Era;2;نظري;متطلبات الكلية
